genenames,CHASM,DawnRank,EntroRank,Intdriver,MA,MCGfinder,MaxMIF_HumanNet,MaxMIF_Influencegraph,MaxMIF_STRINGv10,Muf_max_HumanNet,Muf_max_STRINGv10,Muf_max_influencegraph,Muf_sum_HumanNet,Muf_sum_STRINGv10,Muf_sum_influencegraph,Music,NMTF,OncodriveClust,OncodriveFM,RME,SIFT,Subdyquency,Unicovex_PPR,Unicovex_influencegraph,activedriver,dendrix_frequency,dendrix_weight,diffusion,dndscv,dotsfinder,drivernet,polyphen-2,ncg_6,cgc,ccgs
UPRT,0,0,3956,0,4060,0,4650,4014,1785,7965,2670,4039,7310,210,4618,4060,0,4082,6086,0,7494,0,0,0,0,0,0,0,5743,5825,0,7962,N,N,N
HPSE2,0,0,4763,0,18849,0,12780,5726,4690,13103,15464,4852,11042,11263,6181,3583,0,2560,9297,0,11487,1146,0,0,4622,0,0,262,4479,2986,0,10934,N,N,N
CTIF,0,0,0,0,0,0,5932,7844,10547,8734,15825,13359,11503,13216,10935,4454,0,0,0,0,7134,0,0,0,6140,0,0,0,3085,7603,0,0,Y,N,Y
RAP1GAP,0,0,2649,0,2813,0,1957,1638,2619,5967,5986,6015,8276,6094,7655,8052,0,2826,995,0,6262,1502,4478,3199,4091,1295,1623,0,9710,5880,0,3651,N,N,Y
ZNF684,0,0,0,0,34396,0,2222,2792,6476,10654,9832,14763,9635,11353,13615,14346,0,0,0,0,5399,0,0,0,0,0,0,0,18913,13320,0,4000,N,N,N
ECHDC3,0,0,0,0,12345,0,8297,2394,10003,11859,14320,13370,10749,12298,10943,9758,0,0,9498,0,14266,0,0,0,0,0,0,0,4474,9059,0,2155,N,N,N
PANK1,0,0,0,0,9013,0,6059,2793,301,11431,662,14296,10256,12243,13180,13048,0,0,9503,0,13767,0,0,0,3911,0,0,0,14716,9935,0,2003,N,N,N
C11orf52,0,0,0,0,38946,0,12238,2183,11550,0,0,0,0,0,0,8313,0,0,9255,0,13281,0,0,0,0,0,0,0,1569,7929,0,2126,N,N,N
RNF169,0,0,0,0,14487,0,12204,1964,5058,14721,8730,13659,13155,10451,11178,10552,0,0,5228,0,1637,0,0,0,305,0,0,0,17284,9858,0,1875,N,N,N
KRT85,0,0,1319,148,5203,0,4177,1419,2997,7410,10022,5242,6260,4177,2723,3282,0,2407,3839,0,1779,0,0,0,0,0,0,0,8635,4186,0,7512,N,N,N
SLC9A5,0,0,0,0,31677,0,1911,698,3427,6422,10816,12539,6097,4850,8882,9045,0,3262,6968,0,5510,0,0,0,5183,0,0,0,11805,6794,0,11663,N,N,N
ATXN1,107,0,840,0,22917,0,253,739,758,694,2822,3596,9,1670,777,1764,0,1432,4530,0,2493,993,861,824,3141,0,0,0,1664,1818,0,9819,N,N,N
EIF2AK1,0,0,1455,0,3638,0,859,970,3081,3103,7832,6142,2829,3195,4003,2505,0,977,9261,0,11839,0,1130,1033,4194,0,0,0,1474,1972,0,2335,Y,N,N
HS6ST2,0,0,6785,0,7219,0,4291,2433,2617,8624,16311,5311,12416,13701,7801,12392,0,0,0,0,3978,0,0,0,7091,0,0,0,7552,12488,0,0,N,N,N
TRIM45,0,0,0,0,5498,0,2985,3332,5261,11978,10730,14058,11514,9131,11493,14058,0,0,6466,0,12830,0,0,0,5184,0,0,0,15525,8599,0,2539,N,N,N
LPGAT1,0,0,0,0,19950,0,10763,4527,2874,15322,16909,14500,14050,15841,13368,12651,0,0,0,0,6328,0,0,0,0,0,0,0,18494,11110,0,7232,N,N,N
HDAC1,0,0,9136,0,12530,0,333,3720,261,310,108,228,458,612,40,9977,0,0,5649,0,8153,1491,2944,2528,5185,1534,545,0,6965,7530,0,5489,N,N,Y
DMAP1,0,0,8806,0,14199,0,930,4531,2417,2082,3915,3527,11890,10486,5773,11887,0,0,3149,0,1437,0,7367,6090,686,0,0,0,18716,13569,0,8960,N,N,N
OR8D4,0,0,2496,0,835,0,10289,2844,2049,9112,5460,6672,1007,2449,6537,1729,0,603,9442,0,12898,0,0,0,0,0,0,0,13721,4784,0,1930,N,N,N
SDS,0,0,0,0,41809,0,4216,4128,6487,7501,10743,13936,6638,9090,11403,5950,0,0,452,0,218,0,0,0,0,0,0,0,16820,9171,0,11883,N,N,N
SLC15A4,0,0,5230,0,8215,0,3501,4522,7033,7279,11086,11526,5949,6614,7014,13623,0,0,7210,0,13420,0,0,0,2980,0,0,0,19072,9613,0,10870,N,N,N
MBD6,0,0,2820,0,53105,0,2770,1377,6825,5326,11131,4310,4696,5738,3818,7956,0,419,7262,0,1767,0,1333,1229,0,0,0,0,8747,3507,0,10971,N,N,N
OXA1L,0,0,6193,0,29631,0,2221,3268,4198,7401,9696,12437,7263,4742,8817,13028,0,0,0,0,3864,0,0,0,0,0,0,0,16935,13706,0,0,N,N,Y
IRF9,0,0,2053,0,5627,0,3946,3801,443,7043,626,7100,5119,7690,5053,10055,0,0,1048,0,3921,0,1986,1451,0,0,0,0,14005,8698,0,3544,N,N,N
TGM7,0,0,0,0,3960,0,3562,1573,5501,5497,7970,9822,3765,5232,4486,3757,0,1681,3315,0,12334,0,0,0,0,1168,1562,0,12574,2273,0,10314,N,N,N
TMC3,0,0,0,0,13713,0,5820,4127,8999,9804,16027,14183,634,13417,11587,8138,0,632,9191,0,12596,0,0,0,3696,1300,1304,0,11628,3309,0,1635,N,N,N
N4BP1,0,0,0,0,11637,0,2405,2781,5480,3421,10271,10886,3737,7845,6688,7508,0,1456,0,0,0,0,1326,0,3015,0,0,0,2666,3134,0,0,N,N,N
THAP11,0,0,6755,0,38095,0,4103,4521,2887,14260,10051,6076,9495,11907,12614,4481,0,0,0,0,6355,0,7254,5018,5186,0,0,0,16815,13969,0,4929,N,N,N
TAOK1,0,0,2099,0,9899,0,4410,3387,2613,5771,3646,1790,4263,5817,4848,10772,0,0,8302,0,9703,0,1694,1144,5187,1164,488,0,12310,8367,0,10244,N,N,Y
SCPEP1,0,0,0,0,68229,0,5955,4523,7303,13252,11831,15774,13588,12065,14539,13534,0,0,0,0,3366,0,0,0,0,1727,661,0,5201,11749,0,0,N,N,N
WRAP53,0,0,7690,0,45474,0,3595,3272,349,7277,15907,9607,7521,13298,9709,23850,0,0,3857,0,5674,0,0,0,0,0,0,0,5070,11629,0,7773,N,N,Y
RPTOR,0,0,1508,0,4674,0,604,2268,1016,1647,1338,3037,6258,4559,5674,8070,0,1889,7940,0,12301,0,1436,1137,3211,0,0,0,12590,5418,0,1781,N,N,N
KRBA2,0,0,5231,0,26282,0,12522,4112,12031,14899,15011,9671,13335,12950,10539,12578,0,0,5480,0,6562,0,0,0,5189,0,0,0,13689,9391,0,7956,N,N,N
PPP1R13L,0,0,3695,0,50994,0,247,2891,177,275,87,194,9009,9888,7775,10460,0,0,1425,0,3859,0,3456,2739,6843,1747,513,0,5737,8455,0,4687,N,N,Y
SMARCAL1,0,0,8412,0,19536,0,8811,3844,2654,13480,2091,5350,12267,7447,9438,9051,0,4696,3798,0,2120,0,0,0,5190,1522,807,0,12560,5634,0,7050,N,N,N
LRRTM1,0,0,0,0,3870,0,6031,1405,2043,3662,6854,8162,2107,1053,2961,2951,0,1772,3753,0,3246,0,0,0,0,0,0,0,7910,1800,0,1664,N,N,Y
RHO,0,0,3397,0,580,0,1620,3799,3557,4023,2901,6662,4871,861,3799,13415,0,0,8536,0,10709,0,4330,3043,5192,0,0,0,15761,11273,0,10117,N,N,N
C4orf50,0,0,0,0,21484,0,12384,3212,12876,0,0,0,0,0,0,8342,0,0,1236,0,3922,0,0,0,0,0,0,0,7760,7078,0,4164,N,N,Y
MIR887,0,0,0,0,0,0,12490,3922,12943,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
ZNF736,0,0,0,0,0,0,12501,3965,12944,14900,9255,13743,13336,9369,11250,6172,0,0,0,0,8339,0,0,0,5196,873,165,0,11562,13557,0,8533,N,N,N
WHSC1L1,0,0,6896,0,23617,0,14105,13720,14135,9063,6481,0,10663,6879,0,9193,0,0,0,0,0,0,2724,2104,5197,1274,259,0,11321,7321,0,0,N,N,Y
ERMP1,547,0,5232,0,33761,0,2640,3591,6816,7154,5519,10473,5953,7691,10265,12008,0,0,9185,0,11345,0,0,0,5198,0,0,0,11770,13101,0,1616,N,N,N
SAMD7,0,0,0,0,5544,0,12095,1348,2180,6493,10624,8425,4551,3748,3484,340,0,4830,8057,0,7454,0,0,0,4973,0,0,0,43,1138,0,10247,N,N,N
PRDM2,0,0,0,0,19413,0,833,1240,90,2603,239,10206,6734,4542,5427,6986,0,3905,253,0,1327,0,1846,0,3896,0,0,0,4723,1932,0,11974,Y,N,Y
PEX11B,0,0,6381,0,24708,0,11137,7645,9829,15458,12668,11614,12991,12367,12207,13101,0,0,7843,0,11478,0,5606,4263,5199,532,820,0,16923,9263,0,9378,N,N,N
SH2D2A,0,0,1454,0,43105,0,1570,1399,2058,2474,3228,1600,3365,3168,2500,1738,0,0,1418,0,6773,0,929,757,6857,0,0,0,4745,3156,0,3611,N,N,N
PTPRC,548,0,196,0,1852,269,248,355,12616,619,792,1172,310,103,484,346,0,4299,0,0,0,131,255,198,2952,0,0,0,492,229,0,7115,Y,N,Y
OR2M7,0,371,1635,0,431,0,4902,963,1065,2731,3735,4356,2267,813,2380,204,0,3429,9481,0,13252,0,0,0,0,0,0,0,3210,850,0,1909,N,N,N
SCMH1,0,0,6416,0,9455,0,9802,7641,8247,14460,16861,8379,13540,15793,11730,13528,0,0,0,0,12601,0,3574,2761,5200,409,171,0,16947,13339,0,10978,N,N,N
MAST2,0,0,4594,0,11360,0,4978,4507,6328,6902,4189,7932,1359,6088,7750,7953,0,2149,7474,0,11400,0,2790,1943,268,0,0,0,5412,4188,0,1492,N,N,Y
CYB5RL,0,0,0,0,33762,0,13069,7655,13324,16465,4527,14969,15584,13743,13806,11818,0,0,0,0,0,0,0,0,0,0,0,0,19048,11649,0,10777,N,N,N
PSD,0,0,0,0,5232,0,7197,6784,8986,9544,11895,13981,9993,8499,11439,8929,0,0,3718,0,8764,0,3390,0,2962,0,0,0,3602,4414,0,9750,N,N,N
CPXM2,0,0,6083,142,1475,0,3600,3522,7394,2303,10315,5594,2176,3125,1534,7182,0,2401,7294,0,13080,0,1245,1057,0,0,0,0,9832,2024,0,1805,N,N,N
PTPRE,0,0,6750,0,9019,0,5113,7642,7182,4478,11078,4824,9308,8263,6097,10494,0,0,2224,0,5493,0,3274,2835,4600,1653,398,0,15169,8626,0,4665,N,N,Y
OR52B2,0,0,2023,0,10377,0,7244,2475,1876,5596,4614,5567,5421,1708,4201,2393,0,1658,3848,0,3904,0,0,0,0,0,0,0,16019,4756,0,11417,N,N,N
KRT6C,0,0,7441,0,995,0,12735,5455,7876,12918,8802,6096,10854,7551,4061,10115,0,0,5459,0,9769,1762,3968,3188,5789,0,0,0,11098,7194,0,10607,N,N,N
KBTBD6,0,0,3960,0,9655,0,8082,5507,7477,10413,12330,7951,10113,8745,7657,7911,0,0,3171,0,3117,0,0,0,5203,0,0,0,10748,5265,0,7139,N,N,N
BNIP3P1,0,0,0,0,0,0,12267,2421,12800,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
ZNF774,0,0,4013,0,5169,0,9744,4752,7763,9874,14669,10798,8352,9019,6646,3674,0,0,8157,0,11422,0,2508,2055,0,213,163,0,241,4931,0,8997,N,N,N
CPPED1,0,0,0,0,13384,0,8415,4789,8150,8991,14565,10982,7443,8915,6732,2985,0,779,7742,0,13351,0,0,0,3010,0,0,0,9116,4403,0,9136,N,N,N
BFAR,0,0,6591,0,45738,0,8942,7661,7536,14607,13107,8476,14330,14249,12720,11353,0,0,0,0,8404,0,6692,5337,5204,0,0,0,18929,12276,0,2709,N,N,N
SLFN11,0,0,0,0,21154,0,5328,1691,7675,4515,10338,9497,3363,3923,4398,4467,0,3362,5245,0,1869,0,0,0,0,0,0,0,6523,2053,0,1650,N,N,N
KRT34,0,488,1469,84,860,0,8255,3315,3467,7905,7954,3961,6831,4021,2677,3717,0,0,0,0,0,898,0,0,0,0,0,0,3814,5807,0,7918,N,N,N
KAT2A,0,0,8122,0,6420,0,1387,6333,877,562,640,280,5299,3073,2322,10070,0,0,2896,0,1865,0,6163,4821,5206,0,0,0,15513,10313,0,7043,N,N,N
ATP5A1,0,0,2742,0,6897,0,1142,4125,3639,1676,6410,0,7237,6609,0,4277,0,0,0,0,0,1664,1787,1662,879,0,0,0,2319,6089,0,0,N,N,N
CD226,0,0,5890,0,31496,0,5187,2274,2738,4443,4561,4263,4796,4192,5153,1145,0,248,2887,0,2025,0,1735,1408,5207,0,0,0,101,1864,0,6312,N,N,Y
CDC37,0,0,8747,0,14590,0,2955,7657,1918,5387,7018,946,7769,9945,8109,9593,0,0,3916,0,2054,0,5425,4004,895,0,0,0,8105,8434,0,5938,N,N,Y
ZNF607,0,0,4224,0,51655,0,5693,3598,7054,6898,8668,11661,9920,6960,8299,3564,0,0,1545,0,14093,0,3454,2650,3954,0,0,0,4566,3086,0,3604,N,N,N
FAM71E1,0,0,0,0,46517,0,12841,6085,13161,14669,15800,13216,13103,13191,10827,4656,0,0,0,0,0,0,0,0,0,0,0,0,14827,9540,0,0,N,N,N
MYO1F,364,0,0,0,3350,0,1905,4960,3880,5502,2890,11672,4150,2586,7088,7977,0,916,466,0,3953,0,1328,0,1181,2,1011,0,12073,4415,0,11795,N,N,N
CPO,0,0,0,0,35159,0,5369,5515,10012,6294,11303,12856,3038,8740,9105,3948,0,0,8454,0,12999,0,0,0,0,59,1434,0,8212,6312,0,8610,N,N,N
WDR69,0,0,0,0,3177,0,13939,13154,13994,0,0,0,0,0,0,3454,0,0,0,0,0,0,0,0,0,0,0,0,0,5576,0,0,N,N,N
TRAPPC12,0,0,2106,0,0,0,7950,3805,7242,6755,10638,4905,3822,5341,4160,7310,0,0,0,0,11043,0,0,0,5061,175,1078,0,3287,3248,0,6894,N,N,N
LZTR1,0,0,2816,0,7662,0,5990,2875,1775,4619,10265,3975,3342,3523,3036,3768,0,4223,4788,0,3188,0,1368,1297,5450,0,0,0,1422,3210,0,1832,Y,N,N
CTDSPL,0,0,5233,0,3166,0,7137,7656,4666,10348,1912,11510,13648,8460,12278,11796,0,0,0,0,8859,0,4734,3785,5209,0,0,0,19318,13713,0,143,N,N,Y
SOD3,0,0,5234,0,73585,0,2195,7639,6322,6350,3432,4609,5261,7835,4961,3265,0,0,0,0,14257,0,7032,5272,0,0,0,0,1728,13480,0,0,N,N,N
BRIX1,0,0,7162,0,11912,0,2647,7660,339,5562,16460,10931,5226,15392,12166,11370,0,0,0,0,11518,0,4149,3784,5210,0,0,0,17864,0,0,9560,N,N,N
SIM1,0,0,2591,0,1168,0,2425,1496,3614,2170,4947,5670,2166,1602,2393,1717,0,2794,6772,0,5911,0,434,371,0,0,0,0,3502,1216,0,8173,N,N,N
C4B,0,0,7541,0,0,0,1348,7659,3208,4633,4937,4559,9705,4715,2647,11496,0,0,0,0,10743,0,5103,3938,0,1007,317,0,18930,11550,0,0,N,N,N
PRSS35,0,0,0,0,13602,0,12405,3353,9168,12907,11744,12324,10843,8236,8742,6151,0,3808,6512,0,2646,0,0,0,0,253,703,0,13812,6694,0,9301,N,N,N
FDFT1,100,0,6248,0,11732,0,3431,2639,2288,8711,4654,8262,9538,6109,9281,9850,0,0,5847,0,8529,0,4934,4191,0,1182,42,0,9712,8417,0,7804,N,N,N
HEY1,0,0,2202,0,21925,0,1366,2567,1961,7934,2599,3053,5192,5426,2694,12339,0,0,9396,0,12781,1376,2953,2510,0,0,0,239,2788,10572,0,2925,N,N,Y
DNAJC25,0,0,0,0,15948,0,13068,7654,7754,16271,8808,15162,15386,12702,13985,11899,0,0,8494,0,9244,0,0,0,0,667,550,0,18825,10109,0,2476,N,N,N
MAMLD1,0,0,0,0,16242,0,9757,2552,11800,8260,13823,10161,6909,7098,5412,4822,0,4146,0,0,5081,0,0,0,0,0,0,0,10268,4020,0,0,N,N,N
CTPS2,0,0,6343,0,4840,0,1955,5039,2910,2163,3775,8498,7853,4556,7401,4142,0,936,7976,0,9133,0,2123,1703,4140,0,0,0,3292,4737,0,10356,N,N,N
ZNF157,0,0,6246,0,47768,0,9860,6162,8606,13117,16116,9335,12808,13506,4893,2998,0,0,2338,0,13694,0,0,0,0,0,0,0,3874,4500,0,11196,N,N,N
PGAM4,0,0,3784,0,1951,0,5149,2950,3742,10469,4980,4820,9487,9510,4918,3518,0,0,7633,0,11659,0,0,0,5214,917,408,0,14384,9421,0,7637,N,N,N
TCERG1L,0,0,0,0,31400,0,1789,5121,7695,7343,9635,12226,9623,6874,8680,2371,0,4878,8520,0,10117,0,0,0,3246,0,0,0,5109,5696,0,9869,N,N,Y
NBPF1,0,0,0,0,8755,0,10884,838,12663,0,0,0,0,0,0,2740,0,0,0,0,0,0,0,0,0,0,0,0,5200,8574,0,0,Y,N,N
ORC1,0,0,430,0,0,0,1424,2942,3812,3159,4902,4293,3104,3038,3405,10348,0,0,0,0,163,950,2570,2068,5215,0,0,202,9628,6978,0,11979,N,N,Y
TDRD1,0,0,7788,0,4463,0,3764,2378,4233,6903,8731,4563,5862,3897,2349,6757,0,3830,0,0,12117,0,2452,2001,0,0,0,0,9347,2383,0,0,N,N,N
EMX2,0,0,5235,0,53855,0,5518,5464,13101,8206,15991,11732,7323,13382,10436,5272,0,0,0,0,0,0,3824,3789,0,0,0,0,886,7653,0,10662,N,N,N
8-Mar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6743,0,0,5788,0,13269,0,0,0,0,0,0,0,8676,0,0,1379,N,N,N
TMEM86A,0,0,0,0,15407,0,11364,5995,2847,15656,13552,14262,14530,14999,13148,13992,0,0,5897,0,7963,0,0,0,0,0,0,0,16673,11876,0,9549,N,N,N
PTPN5,0,0,2403,0,45922,0,2124,2749,1913,1876,8064,6665,6055,3462,5189,7568,0,893,1081,0,5306,0,2782,2008,3488,0,0,0,15048,3856,0,11941,N,N,Y
OR6A2,0,0,2885,0,3214,0,12554,4348,2709,12894,2627,7180,10830,2599,8227,3187,0,0,6531,0,8710,0,0,0,0,0,0,0,13080,3565,0,10496,N,N,N
IL31,0,392,6219,0,48337,0,12071,1231,3295,12851,4103,8348,10787,9204,5217,973,0,2822,6658,0,7181,0,0,0,0,0,0,0,2876,5343,0,6921,N,N,N
LPCAT3,288,0,0,0,73616,0,4833,6002,7799,11837,13191,15159,13612,12504,13982,18201,0,0,0,0,3861,0,0,0,0,0,0,0,7017,0,0,0,N,N,N
PRDM7,0,0,0,0,34188,0,12033,1056,3172,9279,13820,10152,7076,7095,5410,5509,0,0,349,0,309,0,1848,0,0,1019,1064,0,2276,7049,0,3285,N,N,N
MIR633,0,0,0,0,0,0,12824,6000,13152,0,0,0,0,0,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
DSEL,0,0,8043,0,13398,0,3346,2822,6212,2835,9456,1941,4875,4819,3937,7816,0,332,0,0,434,0,0,0,0,0,0,0,14120,3828,0,0,N,N,N
PGLYRP2,0,0,0,0,1701,0,12534,4188,8638,11061,10628,11017,8844,5897,6748,5709,0,0,3551,0,3362,0,0,0,0,0,0,0,17694,7002,0,10312,N,N,N
OR10H3,0,0,4419,75,26944,0,3036,3216,2216,7266,6344,7618,8205,4003,10357,12994,0,0,4721,0,3925,0,0,0,0,0,0,0,9390,0,0,219,N,N,N
STRADB,0,0,7909,0,19951,0,2155,5997,3078,5217,6977,3759,9395,10550,7483,13821,0,0,3126,0,2125,0,6454,5283,5217,0,0,0,11322,11997,0,11740,N,N,N
TACR1,0,0,2605,0,4088,0,4777,3267,2112,7682,3057,7483,7664,2228,6304,6480,0,348,8294,0,12697,0,0,0,0,0,0,0,14649,6995,0,690,N,N,N
DEFB124,0,0,0,0,73604,0,12825,6004,7442,16266,11411,15126,15381,14299,13952,15992,0,0,0,0,3975,0,0,0,0,0,0,0,13373,0,0,0,N,N,N
SPATA4,0,0,0,0,28382,0,2389,5999,9066,3961,12340,14283,14697,12314,13168,13765,0,0,0,0,10121,0,4315,0,0,0,0,0,18737,13793,0,8879,N,N,Y
TAAR2,0,0,0,0,1378,0,12193,1897,8708,6510,9423,8991,4569,3387,3597,2766,0,4306,3914,0,9949,0,0,0,5220,0,0,0,2145,3231,0,6021,N,N,N
HMGN4,0,0,0,0,73610,0,5778,5559,13109,10202,15806,13238,9968,13197,10845,3776,0,0,0,0,0,0,6315,0,5221,682,486,0,11733,11671,0,3344,N,N,N
SRSF3,0,0,9128,0,0,0,3084,5998,3228,9888,17050,4311,6463,15982,6427,5756,0,0,0,0,5349,0,6645,5177,4429,851,381,0,4888,5990,0,11959,N,N,Y
KLHL32,0,0,0,0,20313,0,7866,5042,8923,12300,10694,13916,12290,12165,11386,8694,0,0,8134,0,11650,0,4086,0,0,0,0,0,15721,7883,0,2240,N,N,N
STX1A,0,0,8343,0,12153,0,2847,5996,5284,4992,8258,1902,1472,4103,618,10754,0,0,4984,0,8554,0,7720,5132,4218,0,0,0,1584,10517,0,7131,N,N,N
LSM1,0,0,8380,0,7450,0,2382,6001,3217,6079,4117,9755,7536,8347,11789,12672,0,0,0,0,12322,0,7522,5532,5222,0,0,0,9444,13513,0,10435,N,N,Y
VCPIP1,0,0,5236,0,38921,0,4353,3948,4077,9426,7655,9312,8643,10609,10208,4249,0,0,3544,0,5869,0,2416,1905,5223,773,363,0,4216,10673,0,6745,N,N,N
IKBKAP,0,0,1692,0,15062,0,13985,13363,14037,3788,2498,0,11857,7407,0,7893,0,0,0,0,0,0,989,837,5224,0,0,0,10196,4209,0,0,N,N,Y
DENND4C,764,0,4737,0,19355,0,6326,2656,12823,0,0,0,0,0,0,7042,0,308,0,0,0,0,0,0,5025,0,0,0,12523,1956,0,7678,N,N,N
CRLF2,0,0,4747,0,0,0,6125,4760,5240,0,0,0,0,0,0,1280,0,0,0,0,62,1939,0,0,0,312,1198,224,805,6573,0,12305,Y,N,Y
DNAJC11,0,0,0,0,27935,0,886,2085,4240,3042,6868,10712,5796,4685,5600,1706,0,0,2990,0,1386,0,1560,0,0,0,0,0,235,4169,0,6187,N,N,Y
ATXN3,0,0,7837,0,0,0,5260,6005,5639,13203,16455,7615,11448,15387,11912,3878,0,0,0,0,0,0,5042,4026,0,0,0,0,1181,13338,0,0,Y,N,Y
NF1,0,0,24,0,12664,388,111,30,8,391,15,613,232,101,319,148,171,2526,1402,28,3175,83,0,0,507,0,0,42,6,109,0,11460,Y,N,Y
OR7A17,0,0,2497,0,2175,0,3071,3439,2319,8466,5466,6845,8144,2413,6551,1666,0,0,2458,0,12412,0,0,0,0,0,0,0,3784,4716,0,9758,N,N,N
GLT8D1,0,0,0,0,73608,0,11278,6003,3848,15540,3401,14272,14488,11991,13158,3099,0,0,0,0,7155,0,0,0,0,1189,810,0,153,8555,0,0,N,N,N
HTRA1,0,0,4651,0,9286,0,2816,1796,673,4846,4268,1976,3828,1793,5798,2388,0,0,9467,0,12919,0,3039,2416,0,0,0,0,3428,5719,0,2084,N,N,Y
PIP4K2A,0,0,8516,0,3477,0,5551,2863,3164,9462,4861,3185,10517,4007,3921,4623,0,2162,7698,0,12380,0,3693,2763,5225,0,0,0,5748,3575,0,870,N,N,N
RET,0,0,291,0,10427,0,545,1013,370,978,969,692,1965,281,1672,3485,0,1115,8939,0,12342,384,1028,803,3910,0,0,793,6081,1352,0,489,Y,N,Y
ARRB1,0,0,8766,0,12607,0,1458,4296,1000,10239,16862,2268,6202,15794,9,11260,0,0,0,0,0,0,7001,5311,5226,0,0,0,18681,9628,0,6616,N,N,Y
LTK,0,0,4671,0,16515,0,2747,2923,2466,6829,4355,8360,8208,6832,10164,8732,0,2755,8442,0,11679,0,5657,4763,3003,0,0,0,13539,7622,0,716,Y,N,Y
KLHL25,0,0,6409,0,6853,0,6295,2777,1242,8621,2757,7278,7645,9033,8200,8693,0,0,4202,0,5773,0,0,0,729,0,0,0,14741,7393,0,6076,N,N,N
ANKRD11,0,0,0,0,32715,0,818,3364,384,4119,617,12834,7779,7753,9092,11196,0,0,7890,0,8328,0,0,0,5227,1251,1706,0,1985,9163,0,9879,N,N,N
FKBP10,0,0,0,0,9956,0,1536,2889,3202,6305,4295,12164,5132,3436,8635,9861,0,0,4516,0,1987,0,0,0,5228,0,0,0,16399,8317,0,2137,N,N,N
CCDC130,0,0,6351,0,33543,0,9341,4295,7951,15004,11570,12003,13007,9647,12932,11584,0,0,0,0,6957,0,5072,4106,5230,0,0,0,19024,0,0,5294,N,N,N
EPHX3,0,0,0,0,47689,0,3045,1875,8721,7879,13339,14066,7777,12458,11499,11998,0,0,1453,0,3934,0,0,0,0,0,0,0,19278,11499,0,4182,N,N,N
MYO9B,0,0,1217,0,13751,0,4381,617,12640,3327,11500,5418,2667,3555,2793,7259,0,3072,0,0,9605,629,654,481,5231,0,0,714,5316,3201,0,0,N,N,N
USHBP1,0,0,0,0,35381,0,6866,3245,7063,8891,14548,10898,8160,8898,6694,2308,0,2286,5937,0,6586,0,1971,0,0,0,0,0,4061,2134,0,6831,N,N,N
SSC5D,0,0,0,0,0,0,12545,4285,7885,16456,14091,14924,15575,12766,13764,2191,0,0,0,0,5387,0,2728,0,0,0,0,0,12703,13153,0,5196,N,N,N
NABP1,0,0,7984,0,0,0,4511,4291,6110,12678,16589,6027,14231,15521,10341,12849,0,0,0,0,8051,0,0,0,0,0,0,0,15324,10974,0,7961,N,N,Y
MIR296,0,0,0,0,0,0,12546,4292,12973,0,0,0,0,0,0,3380,0,0,0,0,0,0,0,0,0,122,1123,0,0,0,0,0,N,N,N
DVL3,0,0,120,0,15154,537,1603,704,1150,3498,5298,2563,935,1322,493,7422,0,4504,0,0,0,521,1158,1032,5233,0,0,713,5765,3781,27,2103,N,N,Y
PPM1M,0,0,0,0,57997,0,3423,4290,6301,2066,9884,15545,11177,12952,14337,13219,0,0,0,0,0,0,0,0,0,0,0,0,19317,12957,0,11697,N,N,N
TET2,0,0,2367,0,42614,0,7052,1186,591,4951,1188,3633,3075,2555,3287,7117,0,667,725,0,14174,0,754,624,5397,0,0,0,7816,2375,0,3415,Y,N,Y
LARP7,0,0,0,0,22509,0,3506,3038,4344,7890,9095,12968,9391,6518,10633,12603,0,0,0,0,14269,0,2615,0,0,1774,1101,0,3031,11446,0,0,N,N,Y
C4orf29,0,0,0,0,73651,0,14190,13919,14205,0,0,0,0,0,0,11497,0,0,0,0,0,0,0,0,0,0,0,0,3887,12952,0,0,N,N,N
N4BP3,0,0,0,0,43008,0,6709,3583,8418,12469,14194,13679,12819,12467,11193,5261,0,0,3957,0,4718,0,5733,0,5234,0,0,0,9643,10446,0,6666,N,N,N
RWDD2A,0,0,0,0,73671,0,5262,4287,11953,9937,16801,15710,12850,15733,14484,21957,0,0,0,0,3979,0,0,0,0,1518,915,0,10542,0,0,0,N,N,N
PHF14,0,0,4383,0,1618,0,9909,2797,7475,9349,14573,6463,7412,8923,6631,2855,0,0,0,0,3938,0,1704,1534,6705,249,1671,0,2680,3202,0,0,N,N,N
ABHD11,0,0,0,0,73646,0,739,2432,3741,1107,12569,12731,4038,7795,9023,11099,0,0,0,0,4017,0,0,0,0,0,0,0,2157,13029,0,0,N,N,N
NAIF1,0,0,0,0,41681,0,12014,954,3594,9300,10157,10476,7100,6876,5516,7980,0,1470,1530,0,2828,0,1411,0,0,0,0,0,4258,4465,0,11256,N,N,N
CAAP1,351,0,0,0,0,0,8913,3443,7769,12470,14110,13877,11788,12272,11355,6764,0,0,0,0,10400,0,0,0,7245,0,0,0,6279,7982,0,9731,N,N,N
