genenames,CHASM,DawnRank,EntroRank,Intdriver,MA,MCGfinder,MaxMIF_HumanNet,MaxMIF_Influencegraph,MaxMIF_STRINGv10,Muf_max_HumanNet,Muf_max_STRINGv10,Muf_max_influencegraph,Muf_sum_HumanNet,Muf_sum_STRINGv10,Muf_sum_influencegraph,Music,NMTF,OncodriveClust,OncodriveFM,RME,SIFT,Subdyquency,Unicovex_PPR,Unicovex_influencegraph,activedriver,dendrix_frequency,dendrix_weight,diffusion,dndscv,dotsfinder,drivernet,polyphen-2,ncg_6,cgc,ccgs
NOP9,0,0,0,0,0,0,8551,14331,6828,6010,8101,14628,11829,10345,13487,20105,0,0,0,0,6349,0,0,0,0,0,0,0,7277,14326,0,6177,N,N,N
NFATC4,0,0,1222,0,8791,0,1887,2037,2356,1714,2380,94,1116,3985,2550,7264,0,1750,0,0,7040,641,0,0,545,0,0,520,5964,1756,0,0,N,N,N
CMA1,0,0,3263,0,3208,0,6057,6977,5922,5751,2937,6614,6699,3281,6236,2790,0,24,7100,0,12137,0,0,0,4512,752,126,0,7844,4276,0,6704,N,N,N
FOXG1,0,0,1003,0,3042,360,4109,2269,968,2045,1093,2809,2241,710,1858,317,0,3898,9397,0,12669,0,842,640,416,0,0,0,954,1443,0,959,N,N,Y
G2E3,0,0,3520,0,18546,0,9937,10929,11504,8353,10688,8974,833,10445,9787,3955,0,0,4646,0,1787,0,4970,4245,0,0,0,0,3192,8967,0,1602,N,N,N
HECTD1,0,0,4892,0,5384,0,512,1840,2833,1544,3750,3297,963,1667,2855,2468,0,773,0,0,0,0,293,252,2785,0,0,0,6203,1122,0,0,N,N,N
HEATR5A,0,0,0,0,15681,0,12736,5461,6586,0,0,0,0,0,0,7877,0,3880,0,0,1844,0,0,0,5475,0,0,0,9723,5812,0,0,N,N,N
SRP54,0,0,953,0,6836,0,3340,3874,3598,6943,10239,8457,1130,5348,7548,10727,0,0,4905,0,1719,0,0,0,4712,0,0,0,7983,10197,0,8190,N,N,N
PSMA6,0,0,553,0,2531,0,6210,11031,8566,3080,3077,211,2587,4982,3158,5894,0,0,1289,0,1728,1658,4471,3777,7006,0,0,0,2647,9632,0,3907,N,N,N
FKBP3,0,0,6290,0,320,0,2435,461,12624,8768,15156,7820,10137,10955,8342,12143,0,0,4887,0,12823,0,0,0,6869,0,0,0,16531,10783,0,1028,N,N,Y
MIS18BP1,0,0,1065,0,0,0,5086,3073,5529,4959,7841,5494,3355,3525,3118,7252,0,4467,0,0,447,724,888,855,137,0,0,0,6007,2340,0,12058,N,N,N
NID2,0,0,1660,0,370,283,421,889,1145,845,3265,1135,429,657,895,6865,0,144,3554,0,1842,0,436,364,0,0,0,0,2134,913,0,8049,N,N,N
TXNDC16,0,0,0,0,19257,0,7088,9042,8207,6876,4254,12543,6540,4372,8886,10901,0,0,8437,0,13721,0,0,0,0,23,645,0,8454,7757,0,2733,N,N,N
ATG14,0,0,7555,0,0,0,10760,10225,8965,12308,6140,6728,11637,9981,8151,11289,0,0,0,0,13814,0,2678,2218,7310,1729,141,0,18723,9791,0,9685,N,N,N
PELI2,0,0,2717,0,9697,0,7559,6491,8252,5192,9890,6301,2512,5437,5127,1711,0,387,7806,0,12113,0,1125,885,6081,0,0,0,5238,3083,0,2557,N,N,N
EXOC5,0,0,8279,0,28485,0,4427,7997,13358,6813,2519,1408,2185,6497,3045,8531,0,0,5016,0,1713,1731,3023,2570,4927,0,0,0,8962,5724,0,6351,N,N,N
C14orf37,0,0,0,0,23233,0,12746,5538,9267,0,0,0,0,0,0,7729,0,0,0,0,0,0,0,0,0,0,0,0,3972,4318,0,0,N,N,N
ARID4A,0,0,1587,0,21898,0,3492,3765,2926,4291,3529,6331,3715,1898,4088,3585,0,2342,8808,0,7664,836,1443,1240,2459,997,1000,643,3434,2162,0,715,N,N,N
DAAM1,0,0,2569,0,5613,0,4228,7517,13308,4669,14493,6118,8056,8843,6346,8459,0,0,0,0,0,0,2936,2707,5902,0,0,0,13716,6080,0,2914,N,N,Y
C14orf39,0,0,0,0,33594,0,13248,8956,7771,0,0,0,0,0,0,8316,0,4370,103,0,272,0,0,0,0,0,0,0,9521,5854,0,3187,N,N,N
MNAT1,0,0,9045,0,6201,0,3058,12802,4038,180,16079,3481,5594,13469,3205,12767,0,0,0,0,11869,808,4701,3905,0,0,0,244,4190,9350,0,920,Y,N,Y
PRKCH,0,0,8631,0,80,0,6085,10167,8648,7926,8341,2240,3946,2591,5714,13253,0,0,3527,0,12849,0,6015,4337,2251,0,0,0,11261,9124,0,10565,N,N,Y
SYT16,0,0,4893,0,8378,0,3209,1449,12722,5289,8266,6497,4690,2980,2046,994,0,3277,5984,0,13698,0,1776,1761,3204,169,25,0,3083,1434,0,11553,N,N,N
RHOJ,0,0,2632,0,9168,0,7017,8318,3436,6360,2260,1374,5033,449,263,2488,0,0,3466,0,7834,774,2674,2211,5326,0,0,0,2121,5622,0,5438,N,N,N
AKAP5,0,0,8008,0,55411,0,6740,9563,13513,7345,16284,2232,11125,13674,6356,14485,0,0,469,0,242,0,5132,4232,0,0,0,0,4469,11195,0,3046,N,N,Y
GPHN,0,0,6819,0,3283,0,7773,11467,5482,5294,6406,3770,10614,2924,1621,9939,0,0,0,0,12478,0,4134,3038,4297,0,0,0,14013,7319,0,0,N,N,Y
FAM71D,0,0,0,0,44297,0,12430,3476,12906,9263,9167,10005,7059,5335,5351,3629,0,1071,1179,0,5673,0,0,0,0,632,1154,0,7145,2919,0,3440,N,N,N
PLEKHH1,338,0,0,0,17306,0,2073,2836,7596,2345,8390,10542,3497,3702,5535,8887,0,0,3418,0,1803,0,0,0,0,0,0,0,15229,5152,0,7024,N,N,N
ZFYVE26,0,0,0,0,15429,0,5921,1123,2524,2165,5703,5452,1598,974,1527,6827,0,3824,0,0,12939,0,399,0,3257,0,0,0,6137,662,0,0,N,N,Y
DCAF5,0,0,4894,0,40969,0,8815,6138,5388,6445,8271,10401,4174,3802,5492,8463,0,4069,9285,0,11158,0,2427,1873,5555,0,0,661,15004,5569,0,2197,N,N,N
EXD2,0,0,0,0,7804,0,6946,5297,7496,9467,14656,11678,8351,9006,7093,9801,0,0,2485,0,1718,0,0,0,0,1405,537,0,16868,8577,0,8588,N,N,N
SLC39A9,0,0,0,0,14805,0,7257,6652,10129,11517,15921,13683,10181,13312,11196,13688,0,0,4117,0,1145,0,0,0,0,0,0,0,18963,9229,0,5978,N,N,N
SMOC1,0,0,0,0,2045,0,4190,3129,3387,3722,13766,10399,4092,7041,5490,2091,0,1395,0,0,12209,0,2630,0,0,0,0,0,2899,2523,0,0,N,N,N
MAP3K9,0,0,2457,0,19191,0,3789,2238,4498,1889,10138,5114,2183,2288,1994,1777,0,1495,0,0,8396,0,0,0,4515,0,0,0,3037,1004,0,0,N,N,Y
DCAF4,0,0,0,0,20502,0,10235,11113,8793,12390,16261,13909,11338,13651,11381,11842,0,0,5771,0,9455,0,5285,0,7385,0,0,0,18993,10294,0,11493,N,N,N
ZFYVE1,0,0,0,0,23062,0,11373,11145,9553,10954,7088,12045,7875,3829,8556,10998,0,0,5430,0,1754,0,2942,0,0,0,0,0,15394,7719,0,8064,N,N,N
ACOT2,0,0,0,0,7611,0,7245,7371,8215,10134,12390,13463,9135,9569,11014,11115,0,0,2482,0,1717,0,0,0,0,446,150,0,19490,11554,0,6552,N,N,N
FAM161B,0,0,0,0,18410,0,11382,14423,12516,13481,14303,15101,15070,14278,13928,16406,0,0,0,0,7621,0,4983,0,0,0,0,0,7244,14207,0,7707,N,N,N
ABCD4,0,0,6003,0,49048,0,9176,10180,8689,6961,7574,8418,1209,6298,7593,9275,0,0,1131,0,1798,1874,5171,4051,0,0,0,0,7679,9533,0,11800,N,N,N
SYNDIG1L,358,0,0,0,0,0,12239,2189,8912,12932,13482,12583,10868,9677,8917,13851,0,0,0,0,305,0,0,0,0,1014,671,0,19414,9213,0,11789,N,N,N
NPC2,0,0,6251,0,3884,0,10974,14330,11824,5346,4449,12855,12033,11785,11949,20113,0,0,9401,0,12927,0,0,0,0,1158,82,0,14470,11151,0,994,N,N,Y
RPS6KL1,0,0,0,0,16860,0,2547,10166,13584,1331,15928,13718,7252,13319,11227,10563,0,0,0,0,0,0,0,0,0,0,0,0,16215,6227,0,0,N,N,Y
C14orf1,0,0,0,0,13701,0,7472,12371,10404,0,0,0,0,0,0,14970,0,0,0,0,0,0,0,0,0,152,606,0,12587,12551,0,0,N,N,N
TGFB3,0,0,7149,0,11705,0,5024,9989,6242,4748,16184,2332,4302,13574,1232,23025,0,0,9108,0,10973,0,5757,4690,0,0,0,0,6255,12501,0,533,N,N,Y
IFT43,0,0,8705,0,0,0,12036,14385,9746,15383,1190,4946,14939,7667,8322,17338,0,0,0,0,11424,0,0,0,0,0,0,0,10997,11796,0,8373,N,N,N
ESRRB,0,0,1313,0,7541,649,2313,3559,3608,821,2337,2718,2897,2116,2331,2454,0,4682,0,0,1721,0,0,0,3688,0,0,0,514,1385,0,0,N,N,N
TMEM63C,0,0,0,0,12514,0,12492,3929,6131,7702,3583,9219,5637,3217,4316,10835,0,0,7209,0,12909,0,0,0,0,0,0,0,5041,6745,0,2723,N,N,N
POMT2,0,0,4184,0,6091,0,1942,8543,6323,572,2467,11783,2610,7854,8136,13198,0,0,8282,0,13247,0,0,0,0,0,0,0,18040,8797,0,2823,N,N,N
NOXRED1,0,0,0,0,0,0,10126,12743,11973,8811,11380,13581,12459,11386,11113,12930,0,0,0,0,9807,0,0,0,0,0,0,0,15840,10440,0,6923,N,N,N
ALKBH1,0,0,0,0,43921,0,3712,5102,8827,4983,11699,12658,7319,7693,8970,9332,0,0,1375,0,1837,0,0,0,0,0,0,0,5155,9757,0,3992,N,N,N
SNW1,0,0,8914,0,9991,0,8141,14255,10339,3203,2361,4045,6290,3404,1705,22679,0,0,0,0,1835,1990,5942,4559,0,0,0,0,7515,13839,0,3910,N,N,Y
GTF2A1,0,0,7580,0,12635,0,9530,14398,10427,5543,5622,3971,2875,10857,4564,12304,0,0,2395,0,5180,716,6259,4968,3515,1049,800,237,17659,9933,0,4199,N,N,Y
STON2,0,0,601,0,18873,0,5168,7230,5534,4664,13745,4158,6312,7020,3801,8118,0,4032,0,0,0,0,1864,1654,3689,0,0,0,12921,3934,0,8948,N,N,N
FLRT2,0,0,1602,0,10704,0,6384,2644,6345,3942,7793,5194,689,2356,3233,9864,0,0,6109,0,11217,760,0,0,0,0,0,692,4827,4803,0,5797,N,N,N
C14orf102,0,0,0,0,13020,0,14161,13890,14176,0,0,0,0,0,0,7369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
CALM1,0,0,0,0,60733,0,1518,10178,2069,195,331,579,37,1432,110,5045,0,0,0,0,1824,1911,5115,4201,3206,0,0,0,2560,8643,0,0,N,N,N
TTC7B,0,0,0,0,34380,0,10499,8235,9655,13301,12785,14194,12676,9308,11598,9144,0,0,0,0,0,0,0,0,319,0,0,0,6620,7264,0,6656,N,N,N
CPSF2,0,0,191,0,13138,0,2869,9564,5149,2885,6651,3322,3864,4512,3404,8434,0,0,6021,0,7907,0,2495,1974,4714,0,0,0,9635,4670,0,5411,N,N,N
RIN3,0,0,1789,0,4831,0,7512,3674,6862,5869,8402,4803,2944,3534,3896,5414,0,3681,3429,0,1693,0,1062,965,0,0,0,0,8511,3483,0,1975,N,N,N
LGMN,0,0,3117,0,22326,0,7603,9896,2084,6564,691,1593,3082,6051,1911,10132,0,0,4497,0,8070,1640,0,0,0,0,0,0,6468,6386,0,5432,N,N,N
ASB2,0,0,2970,0,4412,0,5853,4863,7418,6969,8599,8406,7437,4017,6388,7703,0,513,4347,0,1758,0,2766,1887,0,0,0,0,6886,5540,0,2260,N,N,N
DDX24,525,0,3896,0,53760,0,6484,12746,13919,6326,8239,6984,6630,6221,7516,9708,0,0,3591,0,1763,0,2229,2035,5050,1495,555,0,7258,9677,0,6153,N,N,N
SERPINA12,0,0,0,0,17575,0,8699,9822,10755,7018,12584,11807,4293,6220,7148,1851,0,1806,5504,0,13809,0,0,0,0,0,0,0,12016,4161,0,6684,N,N,Y
DICER1,0,0,1510,0,28539,0,139,279,32,606,166,4307,78,398,1639,6956,0,4460,5446,0,1788,0,839,583,3690,0,0,0,7959,1388,0,2860,Y,N,Y
SYNE3,0,0,0,0,0,0,1052,2662,1056,839,1702,7846,1614,2071,2923,4224,0,0,0,0,9198,0,0,0,0,0,0,0,19831,1925,0,9542,N,N,N
VRK1,0,0,4895,0,45473,0,3480,11492,2203,507,127,2145,8937,3697,7631,14193,0,0,1039,0,394,0,3972,3494,0,0,0,0,4006,9296,0,5433,N,N,Y
MEF2A,0,0,885,0,8686,0,5317,9735,2881,4366,838,2423,9036,1037,698,10196,0,0,0,0,1815,1416,4638,3794,506,0,0,0,16547,9587,0,0,N,N,Y
LYSMD4,0,0,0,0,13400,0,13776,12361,12273,14673,14421,13257,13107,12404,10859,12685,0,0,0,0,96,0,0,0,0,832,458,0,18254,8709,0,0,N,N,N
LINS,0,0,0,0,0,0,14548,14548,14548,17126,0,0,16965,0,0,8713,0,0,0,0,0,0,0,0,0,0,0,0,10420,7793,0,0,N,N,N
ALDH1A3,0,0,7662,0,37,0,10005,10395,7535,11582,5755,291,10093,5288,7634,9327,0,0,4526,0,1737,0,0,0,4035,0,0,0,10169,7580,0,852,N,N,N
LRRK1,0,0,1790,0,5618,565,4603,1528,1752,2035,4071,1992,2339,594,1249,7489,0,1606,115,0,493,0,0,0,5051,0,0,0,6822,2253,0,4983,N,N,Y
CHSY1,0,0,7734,0,12307,0,11662,14464,11444,13570,4133,2594,14416,11848,9775,11704,0,0,7219,0,9126,0,0,0,4928,452,567,0,15105,9770,0,9895,N,N,N
SNRPA1,0,0,8690,0,13823,0,617,823,1546,7081,8990,5006,6044,4893,6057,13736,0,0,3406,0,1753,0,5969,4552,5672,0,0,0,16187,13396,0,9624,N,N,N
no_errors,0,0,0,0,0,0,12379,3190,12872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,894,0,0,0,0,0,N,N,N
ANO7,0,0,4896,0,7139,0,11983,818,4473,6517,9185,2799,4576,3496,2212,822,0,1451,2808,0,2170,483,0,0,0,0,0,0,169,1417,0,7159,N,N,N
STK25,0,0,4583,0,19716,0,2746,5366,3842,3520,15437,10733,6196,11236,8401,10749,0,0,2162,0,9250,0,4140,3392,5707,0,0,0,9543,6894,0,3630,N,N,Y
MFSD2B,0,0,0,0,13633,0,11857,14358,14505,13354,9181,15508,13505,12895,14304,18433,0,0,0,0,7146,0,0,0,0,0,0,0,9883,12005,0,31,N,N,N
THAP4,0,0,0,0,41022,0,7836,7170,9755,13447,14414,13273,12180,11803,10872,10803,0,0,8538,0,7257,0,4533,0,4251,0,0,0,15023,7527,0,2052,N,N,N
DTYMK,0,0,0,0,2498,0,10080,14434,12189,7234,5225,15655,330,5852,14436,11928,0,0,9510,0,13858,0,0,0,0,0,0,0,13747,10248,0,678,N,N,N
CXXC11,0,0,0,0,0,0,14232,13957,14244,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,280,1346,0,0,N,N,N
TP53I3,0,0,4897,0,29608,0,1521,11657,2275,137,130,293,5332,9881,10017,10852,0,0,6219,0,2318,0,4058,3156,5117,0,0,0,7737,8235,0,9857,N,N,Y
ITSN2,0,0,3791,0,8483,0,756,2885,1305,1987,7830,1744,2664,1619,4150,7468,0,4518,5156,0,2183,0,714,618,3065,0,0,0,19999,3068,0,2707,N,N,N
NCOA1,0,0,93,0,15648,0,717,1561,337,2805,840,2849,1671,2223,712,7984,0,3585,9415,0,11738,661,1019,751,529,0,0,708,7396,3630,0,10713,N,N,Y
CENPO,0,0,8643,0,27660,0,12143,14465,11322,15895,16567,1996,14963,15499,7346,15562,0,0,0,0,11212,0,4919,3420,0,1726,300,0,10894,10649,0,5664,N,N,N
DNMT3A,0,0,844,0,1699,0,118,1025,85,2525,234,4498,1973,1183,2185,744,0,2511,3040,0,2263,652,644,508,4958,0,0,0,94,1059,0,8902,Y,N,Y
ASXL2,0,0,2633,0,17641,0,9978,5711,5558,0,0,0,0,0,0,7357,0,3877,9042,0,11078,0,629,499,3870,0,0,0,10247,2622,0,1592,Y,N,N
KIF3C,0,0,417,0,10522,0,2210,1719,1235,2617,2642,2286,1496,1697,1964,6086,0,1544,0,0,10484,805,1051,782,1128,0,0,750,1281,2322,0,0,N,N,N
HADHA,0,0,3129,0,35174,0,878,226,826,5752,5795,8337,6151,3432,4145,5093,0,0,2149,0,13871,0,4619,3438,6356,140,529,0,2196,7107,0,11240,N,N,N
AGBL5,0,0,4898,0,35407,0,7266,6121,11266,9609,11424,5596,7797,8368,8005,7686,0,0,3153,0,2244,0,0,0,0,0,0,0,286,4727,0,6386,N,N,N
ABHD1,0,0,0,0,43892,0,8591,8075,9067,10038,12006,12981,5869,8728,10645,11098,0,0,0,0,2260,0,5170,0,0,0,0,0,19339,8987,0,0,N,N,N
PREB,0,0,4899,0,10198,0,5376,7625,4568,6684,3282,2780,5161,7653,6161,13248,0,0,3100,0,2259,0,6010,4341,0,0,0,0,18711,13472,0,8711,N,N,N
SLC5A6,0,0,6176,0,4901,0,10136,11755,7422,11397,7711,12990,10597,5194,10651,22218,0,0,9357,0,12520,0,0,0,0,0,0,0,5313,14338,0,2877,N,N,Y
DNAJC5G,0,0,0,0,39614,0,2677,7122,7420,4101,7814,12852,6435,8498,9102,3656,0,0,7385,0,2298,0,0,0,6902,0,0,0,7077,9455,0,10874,N,N,N
GTF3C2,0,0,8465,0,62047,0,10583,14397,11863,7605,9495,6103,11271,13750,9780,12308,0,0,0,0,2182,1816,6252,4765,0,0,0,238,2880,11545,0,0,N,N,N
PPM1G,0,0,4613,0,46466,0,2369,8985,13454,474,15860,8630,237,13251,10278,5746,0,856,0,0,0,0,5993,4430,856,0,0,0,6751,5180,0,2983,N,N,Y
IFT172,826,0,3769,0,7557,0,5741,9321,6790,7055,4993,3129,2244,4494,4106,7890,0,1659,2273,0,2207,1071,0,0,4119,0,0,0,10199,3900,0,9344,N,N,N
C2orf16,0,0,0,0,42315,0,12414,3409,7707,0,0,0,0,0,0,6944,0,2312,8354,0,6641,0,0,0,0,0,0,0,7473,1448,0,10227,N,N,N
CCDC121,0,0,0,0,60780,0,11721,14477,12605,13622,16884,14424,12732,15816,13302,15400,0,0,0,0,2229,0,7762,0,0,0,0,0,11370,0,0,0,N,N,N
GPN1,0,0,6359,0,27414,0,5903,10809,13661,10377,16278,10732,8440,13668,7567,12270,0,0,0,0,2230,0,6284,4896,5881,0,0,0,18216,13055,0,0,N,N,N
SLC4A1AP,0,0,0,0,17272,0,10204,12536,13884,7432,12295,13225,2645,10364,10835,13700,0,0,6986,0,6808,0,5932,0,2516,0,0,0,17835,10401,0,9328,N,N,Y
BRE,0,0,3596,0,16483,0,14557,14557,14557,16616,1134,0,16039,12389,0,6414,0,0,0,0,0,1524,4155,3916,0,0,0,0,371,4123,0,0,N,N,Y
PPP1CB,0,0,8935,0,2758,0,9848,14305,14495,7099,16527,582,2181,15459,498,20594,0,0,0,0,11664,0,6525,6173,0,0,0,0,10442,12999,0,11756,N,N,N
TRMT61B,0,0,0,0,6410,0,8742,10472,5604,10447,12649,13638,9944,9386,11162,14068,0,0,8679,0,13030,0,3829,0,0,0,0,0,18749,10545,0,2373,N,N,N
WDR43,0,0,8832,0,15377,0,13001,7169,491,14886,7016,3918,13322,6556,7313,14210,0,0,7552,0,10476,1780,0,0,634,333,1374,0,16807,10420,0,1206,N,N,N
CLIP4,0,0,0,0,1286,0,9187,10345,8608,11636,5234,13530,12191,6801,11070,9629,0,0,0,0,0,0,3192,0,7053,0,0,0,4007,6468,0,1799,N,N,N
YPEL5,0,0,0,0,14581,0,11200,11476,10806,11929,11116,13906,7713,6328,11379,14248,0,0,4885,0,9585,0,0,0,0,0,0,0,912,10838,0,6093,N,N,N
XDH,0,0,2798,0,21,183,305,1037,1929,687,1870,3162,254,588,842,5850,0,4419,6407,0,11233,0,0,0,1279,0,0,0,6247,1195,0,855,N,N,Y
NLRC4,0,0,2110,0,26377,0,735,673,61,2453,332,2329,448,3194,3027,6479,0,4657,8862,0,8765,700,625,504,0,0,0,0,10005,2433,0,10007,N,N,N
TTC27,0,0,0,0,7877,0,6395,11367,5905,6063,7862,12798,5959,5468,9067,5861,0,401,4498,0,11138,0,3054,0,2517,0,0,0,6362,2894,0,7061,N,N,N
LTBP1,0,0,1706,0,1641,130,558,167,1017,479,1746,1750,316,186,527,337,149,205,0,181,0,0,94,79,3729,0,0,0,2539,97,0,0,N,N,N
RASGRP3,0,0,2342,0,2322,0,6497,7845,2254,5259,6233,827,5096,5068,2196,7576,0,2621,0,0,6364,1287,3002,2834,808,0,0,0,5159,2991,0,0,N,N,N
FAM98A,0,0,0,0,9027,0,7534,6265,8465,8709,10443,11059,7181,6475,6771,5004,0,0,0,0,0,0,0,0,6537,0,0,0,8007,5096,0,0,N,N,N
ADI1,0,0,0,0,7748,0,9856,10179,9980,11745,15924,13697,9279,13315,11208,14444,0,0,8901,0,11752,0,0,0,0,806,148,0,8156,12974,0,11039,N,N,N
RNASEH1,0,0,0,0,43837,0,11593,14283,11877,13429,3449,14267,12095,11856,13153,13430,0,0,1406,0,5113,0,0,0,3730,199,225,0,17863,8631,0,2995,N,N,N
RPS7,0,0,2308,0,64060,0,1270,4857,611,5520,664,3947,2513,9855,3733,21927,0,0,0,0,2299,1574,5823,4497,0,0,0,438,10925,0,0,0,N,N,N
CRIM1,0,0,4080,0,2126,0,2023,4175,5277,4106,9807,11687,5018,3859,7098,7038,0,2242,9157,0,12202,0,2426,1925,2385,0,0,0,5446,1699,0,2710,N,N,N
FEZ2,0,0,4900,0,61718,0,9411,14416,12235,1835,12604,8636,12572,12323,12513,16609,0,0,0,0,2269,0,0,0,0,0,0,0,9004,0,0,0,N,N,N
STRN,0,0,2357,0,7097,0,4053,4836,4391,4005,4783,5658,5197,3875,3764,5838,0,4564,8947,0,12152,941,1658,1105,1041,0,0,697,7220,3260,0,8905,N,Y,N
HEATR5B,281,0,0,0,10209,0,10568,2100,6262,4191,7787,7548,2625,1705,2481,5531,0,3881,927,0,2285,0,0,0,276,0,0,0,4229,1931,0,4318,N,N,N
EIF2AK2,0,0,4036,0,1658,0,1479,10168,1529,267,16262,1362,5791,13652,3892,4590,0,4836,9149,0,11890,0,5363,3967,4959,0,0,0,7015,3562,0,623,N,N,Y
SULT6B1,0,0,0,0,918,0,7420,9689,13529,8212,12215,12442,6973,9038,8820,6670,0,0,824,0,2287,0,0,0,6685,0,0,0,8177,8152,0,1469,N,N,N
CEBPZ,0,0,3989,0,13847,494,43,560,182,142,931,91,2893,2531,3618,3109,0,4356,7409,0,8315,0,1765,1444,1197,0,0,0,3158,2482,0,1049,N,N,N
C2orf56,0,0,0,0,3316,0,14113,13728,14143,0,0,0,0,0,0,7376,0,0,0,0,0,0,0,0,0,1423,1478,0,0,13854,0,0,N,N,N
CDC42EP3,0,0,6480,0,11514,0,10903,14468,12076,12513,6782,4022,12060,12671,12422,15507,0,0,0,0,10945,0,5416,4176,0,0,0,0,12519,11538,0,2812,N,N,N
GALM,0,0,0,0,39452,0,10693,11473,8405,13192,4987,13116,12582,8088,10749,12189,0,0,1437,0,1307,0,6362,0,7405,0,0,0,18953,13928,0,3237,N,N,N
DHX57,0,0,0,0,5547,0,4342,1200,12697,2040,7441,6554,2059,1119,2052,5629,0,938,0,0,0,0,829,0,1177,0,0,0,19962,1472,0,10785,N,N,N
SOS1,0,0,41,0,11446,0,61,630,159,333,2560,655,1688,872,325,6923,0,4913,8598,0,9847,252,523,477,3066,0,0,473,1686,1207,0,1072,Y,N,Y
CDKL4,0,0,0,0,36500,0,7138,7627,9838,9881,11238,13554,11099,11753,11088,4225,0,3017,4263,0,2315,0,0,0,0,866,1216,0,7947,7288,0,7604,N,N,Y
MAP4K3,0,0,3352,0,11144,0,6178,8941,8466,6751,9902,7695,4806,3445,8083,8743,0,0,3783,0,6896,0,3119,2549,3731,0,0,0,16180,4943,0,4592,Y,N,Y
THUMPD2,0,0,0,0,5238,0,7519,4944,5696,7263,9518,10304,6030,5899,5453,5048,0,3401,4978,0,7165,0,0,0,0,928,282,0,7093,3303,0,6983,N,N,N
SLC8A1,0,0,550,27,1638,58,2292,168,206,514,3580,610,229,172,280,272,89,4605,1771,155,12657,42,0,0,2673,0,0,0,5692,147,0,755,N,N,N
FAM110C,657,0,0,0,61603,0,11660,14424,12234,14346,16724,15346,14659,15656,14152,16370,0,0,0,0,2291,0,0,0,0,0,0,0,6315,0,0,0,N,N,N
PKDCC,0,0,0,0,49694,0,13429,10306,9432,14803,7925,12955,13239,3024,10621,20474,0,0,3337,0,5852,0,0,0,0,1318,695,0,6375,13758,0,6381,N,N,Y
MTA3,0,0,1418,0,8533,0,3172,7251,961,1588,443,2841,3915,4376,4159,10251,0,0,0,0,13436,0,2029,1588,4528,0,0,0,13810,6433,0,0,N,N,N
THADA,0,0,0,0,25103,0,7053,2546,3873,4300,6428,7946,2807,1943,2938,6995,0,2854,2974,0,2237,0,811,0,4960,0,0,0,13506,1945,0,6731,N,N,N
DYNC2LI1,0,0,1072,0,13000,711,4680,5142,3408,3547,2510,3237,2070,3450,3017,8501,0,0,7012,0,10840,1145,0,0,0,0,0,487,1249,5708,0,9310,N,N,N
ABCG5,0,0,3073,0,16045,0,1380,477,938,2043,2323,4021,2187,972,884,1605,0,1202,8586,0,13860,0,510,467,0,0,0,0,4816,1270,0,9331,N,N,N
ABCG8,0,0,2743,0,20880,0,1381,3780,3254,2584,3089,3840,784,2141,1368,5942,0,1205,9313,0,10726,1038,2130,1788,0,0,0,0,16175,2542,0,2478,N,N,Y
LRPPRC,0,0,1074,0,16276,0,3890,7020,3786,6156,1703,2209,5032,5540,3700,5923,0,0,5797,0,2191,0,1953,1579,5569,0,0,0,1948,2859,0,829,N,N,Y
PPM1B,310,0,2583,0,5741,0,229,3832,3400,109,4970,6266,211,3296,5154,8905,0,0,7062,0,551,0,1595,1173,5339,0,0,0,11147,5183,0,10476,N,N,N
PREPL,0,0,3787,0,29922,0,1195,880,4641,823,10137,4661,674,2287,1876,2453,0,2682,1334,0,2203,0,332,301,2831,0,0,0,3826,2030,0,11252,N,N,N
SIX2,0,0,3861,0,4277,0,3743,8900,7188,4622,7400,4817,8519,6297,7179,2369,0,521,8390,0,13068,0,0,0,2278,0,0,0,1847,3305,0,8561,Y,N,N
SRBD1,0,0,0,0,12792,0,3683,3699,5970,4518,5402,9548,3540,2629,4418,7302,0,1590,1961,0,6642,0,0,0,5657,0,0,0,9748,1999,0,4211,N,N,N
ATP6V1E2,0,0,8216,0,7072,0,9556,12553,10431,8997,9469,8325,11077,9230,7660,11308,0,0,3132,0,2262,0,5039,4070,5570,0,0,0,19367,8640,0,8831,N,N,N
MSH2,0,0,584,0,8099,0,124,2663,165,110,46,84,1180,812,2306,5900,0,1882,4062,0,11270,945,918,865,3732,0,0,0,7821,2280,0,7324,Y,N,Y
MSH6,0,0,908,0,1188,0,1010,3083,219,2461,13049,3801,2614,5608,3039,7257,0,1886,1806,0,12591,664,858,867,3361,0,0,717,9260,2281,0,926,Y,N,Y
PPP1R21,0,0,0,0,0,0,2106,4039,9900,2842,13189,12932,5241,9682,9152,13226,0,0,0,0,2241,0,3494,0,0,0,0,0,3467,8377,0,0,N,N,N
GPR75,0,0,0,0,62014,0,11073,13456,12322,9343,11216,13520,5513,5043,11062,16980,0,0,7033,0,6535,0,0,0,0,0,0,0,19761,8082,0,391,N,N,N
