"genenames","CHASM","DawnRank","EntroRank","Intdriver","MA","MCGfinder","MaxMIF_HumanNet","MaxMIF_Influencegraph","MaxMIF_STRINGv10","Muf_max_HumanNet","Muf_max_STRINGv10","Muf_max_influencegraph","Muf_sum_HumanNet","Muf_sum_STRINGv10","Muf_sum_influencegraph","Music","NMTF","OncodriveClust","OncodriveFM","SIFT","Subdyquency","Unicovex_PPR","Unicovex_influnecegraph","activedriver","dendrix_frequency","dendrix_weight","diffusion","dndscv","dotsfinder","drivernet","polyphen-2","ncg_6","cgc","ccgs"
"AMIGO2",8643,0,0,0,12743,0,7410,7646,7553,12081,9953,12906,9026,8674,9954,9319,0,0,232,3745,0,3472,0,3732,0,0,0,19908,11948,0,9473,"N","N","N"
"MGAT4C",2431,0,0,0,8994,0,9510,6459,9738,9609,14078,11064,7213,6972,5954,5360,0,0,0,0,0,0,0,3733,0,0,0,15472,6720,0,1813,"N","N","N"
"FARP1",9361,0,2509,0,6839,0,6465,5158,6942,4503,8460,6490,3529,2648,3258,10198,0,0,0,0,0,0,0,257,0,0,0,5438,5029,0,6242,"N","N","N"
"BRF1",376,0,1031,0,664,0,162,4481,9527,144,14010,3463,2793,6905,3904,7853,0,745,2168,3076,0,1877,1586,662,0,0,0,3780,2486,0,1382,"N","N","Y"
"KCNH5",4372,0,1858,0,5417,0,1755,5690,4808,2514,6208,7141,1264,1887,3113,8692,0,0,2896,6841,0,0,0,0,0,0,0,7274,5545,0,5180,"N","N","N"
"RFX7",575,0,5098,0,12314,0,9144,4338,9507,0,0,0,0,0,0,6886,0,0,0,0,0,0,0,3734,0,0,0,1672,2413,0,832,"N","N","N"
"C16orf91",10044,0,0,0,22522,0,9690,7641,9870,0,0,0,0,0,0,9546,0,0,0,8124,0,0,0,0,0,0,0,9236,7812,0,0,"N","N","N"
"ANKS4B",5775,0,3929,0,17494,0,7727,4975,4313,7759,8678,4703,6875,3026,4307,1269,0,0,246,3863,0,0,0,0,0,0,0,1239,3517,0,9519,"N","N","N"
"HEATR3",9895,0,2443,0,8914,0,9192,4690,7003,9486,13936,9835,7086,6833,5349,2056,0,0,2395,12046,0,0,0,4361,0,0,0,787,3717,0,5132,"N","N","N"
"OR1A2",8373,0,4340,0,1627,0,9685,7604,6209,13729,7708,7281,11819,5846,8778,904,0,2071,3299,10113,0,0,0,853,0,0,0,4401,3566,0,4801,"N","N","N"
"ZGLP1",11993,0,0,0,22541,0,9680,7568,8142,13362,9375,12474,11449,5014,9599,2646,0,0,0,12035,0,0,0,0,0,0,0,1410,9313,0,0,"N","N","N"
"HAPLN4",0,0,0,0,20996,0,7661,5484,6416,8185,10681,10326,6661,5651,5570,5278,0,0,0,0,0,0,0,0,0,0,0,9061,5045,0,0,"N","N","N"
"PBX4",1302,0,3161,0,5837,0,7561,7602,6050,11559,6016,9249,9725,5253,7750,4017,0,0,3655,6795,0,4381,3481,0,0,0,0,4646,4570,0,8564,"N","N","N"
"ZNF71",8728,0,3162,0,4425,0,5274,1624,2734,7869,14166,11674,6149,7058,6259,1826,0,2484,4379,10437,0,2580,2048,0,71,259,0,7786,3984,0,6420,"N","N","N"
"THSD7B",2333,0,0,0,2193,0,6527,1475,9229,0,0,0,0,0,0,1863,129,0,0,505,0,508,0,0,0,0,0,15173,272,0,0,"N","N","N"
"COBLL1",9000,0,3163,0,6063,0,609,2207,7099,2997,12189,9285,1996,3822,3510,7904,0,803,0,0,0,1165,1009,64,0,0,0,13736,2500,0,8383,"N","N","N"
"COPS8",4682,0,5094,0,12311,0,895,7637,1830,301,16115,6659,8531,11961,7098,3557,0,0,0,8817,1391,2787,2272,3735,0,0,0,11135,9749,0,8551,"N","N","N"
"EFEMP1",2067,0,1544,0,5671,150,727,1219,583,884,8163,3070,417,757,917,7935,0,0,2597,4754,0,172,186,0,0,0,0,311,1285,0,5945,"N","N","N"
"DIP2A",1179,0,3164,0,2561,0,4025,6276,6110,2233,8469,10629,3493,2872,5725,6827,0,1774,0,0,0,1854,1446,1878,0,0,0,1905,392,0,7561,"N","N","N"
"CCDC110",9867,0,0,0,11370,0,7980,7639,8779,11099,13406,12220,7645,8637,9389,8407,0,0,3731,6382,0,3600,0,5102,0,0,0,5813,4043,0,4883,"N","N","N"
"AFF1",4558,0,1760,0,9408,231,2007,2846,1706,1639,3593,2379,1879,1179,1872,3630,0,1041,2716,2192,0,687,559,3877,0,0,0,1009,1088,0,6123,"N","N","Y"
"ECHDC1",3973,0,0,0,1358,0,5495,6645,5287,6703,5551,11776,4459,3487,6298,14472,0,0,2205,2207,0,0,0,0,0,0,0,16650,8758,0,1741,"N","N","N"
"SNRPC",1385,0,6273,0,5902,0,3090,7584,5541,4347,15197,2725,7434,11044,6345,2838,0,0,0,7727,1450,4899,3915,3736,0,0,0,10025,7726,0,5659,"N","N","N"
"EPHA7",3363,0,1117,0,2675,0,1378,5154,3241,1082,4080,3628,1538,895,3864,7940,0,1888,3801,10590,1200,1648,1490,3737,0,0,0,7059,3081,0,6311,"Y","N","Y"
"FBXL4",905,0,3165,0,9075,0,5468,7624,6650,6481,11547,4169,5142,4896,6376,6197,0,0,3645,7709,1271,0,0,0,0,0,277,11931,4552,0,5432,"N","N","N"
"WBSCR28",10374,0,0,0,16491,0,10249,10160,10252,0,0,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0,0,1202,2572,0,0,"N","N","N"
"PON3",3576,0,0,0,4835,0,6317,7595,7505,6482,7007,12982,5528,9143,10018,11156,0,0,0,10190,0,0,0,3738,0,0,0,18556,10781,0,0,"N","N","N"
"LGI3",5185,0,3930,0,7120,0,5627,7611,8002,2410,11031,11230,5945,8800,8106,10670,0,0,0,7274,0,0,0,0,0,0,0,19556,11016,0,7184,"N","N","N"
"TTPA",4486,65,2367,0,2489,0,6089,5740,5692,5441,6561,6916,5944,3634,2699,1844,0,0,0,11434,0,2541,1765,0,0,0,0,6677,4673,0,546,"N","N","N"
"TRAPPC2",5631,0,3166,0,3816,0,2353,7575,5868,3940,16039,9529,7548,11885,4714,4391,0,0,3942,10436,0,2850,3860,0,0,0,0,13494,5533,0,6395,"N","N","N"
"DYNLT3",5632,0,3167,0,5681,0,6430,7630,3331,10574,5367,12180,9664,5810,9358,4444,0,0,0,11328,0,2875,2549,0,0,0,0,10200,9117,0,5989,"N","N","N"
"PHF8",217,0,1334,0,7334,189,2241,550,2147,1373,5071,3446,657,319,891,7506,0,1728,4424,8035,199,175,203,899,0,0,0,1881,780,0,7500,"N","N","N"
"NAP1L2",6406,0,3168,0,16340,0,4838,7609,7869,8587,11706,8624,8044,4032,4850,10871,0,0,493,4094,0,4621,3542,2836,0,0,0,15049,8625,0,9720,"N","N","N"
"NIF3L1",11152,0,3169,0,22532,0,3339,7608,7770,7018,12386,11163,8462,9067,8577,4158,0,0,0,12023,0,4326,3603,0,0,0,0,1019,6022,0,0,"N","N","N"
"MRPL24",6785,0,6298,0,22558,0,1672,5021,4144,551,3679,5775,2053,6548,6782,6310,0,0,0,2189,1403,0,0,785,0,0,0,13316,7256,0,6489,"N","N","N"
"PGBD5",8764,0,0,0,15375,0,4895,1144,9201,0,0,0,0,0,0,1657,0,0,0,0,0,0,0,3739,0,0,0,585,1036,0,8715,"N","N","N"
"GPATCH3",9882,0,0,0,6645,0,4622,5034,8271,8083,13104,13682,7609,10477,10585,3106,0,0,0,6480,0,0,0,0,0,0,0,8889,4387,0,4911,"N","N","N"
"DUOX2",3370,0,4218,0,22552,0,900,966,1832,1322,2536,7491,1293,1301,2131,7928,0,0,1436,2421,0,0,0,5980,0,0,0,8185,3754,0,5872,"N","N","N"
"CORO6",11994,0,0,0,22546,0,8003,5046,5359,12681,7009,12812,10819,4555,9879,13886,0,0,0,2267,0,2803,0,0,0,0,0,9485,12206,0,0,"N","N","N"
"SOGA2",0,0,0,0,0,0,10227,10138,10230,8688,14800,0,7937,14237,0,11622,0,0,0,0,0,0,0,3740,0,0,0,4909,8255,0,0,"N","N","N"
"DNASE2",10866,0,4161,0,9237,0,6657,5039,6565,11475,10705,12634,8787,7839,9724,912,0,0,1442,5671,0,0,0,3741,0,0,0,1280,5150,0,3618,"N","N","N"
"TRMT1",377,0,0,0,752,0,2171,5006,5071,5750,8971,13438,7699,6076,10392,11888,0,0,0,10522,0,2748,0,92,0,0,0,18541,9310,0,1760,"N","N","N"
"BST2",10116,0,3931,0,8890,0,5044,5051,4878,9183,9981,11560,8681,8126,8895,5803,0,0,0,0,0,0,0,3742,0,0,0,10927,10725,0,700,"N","N","N"
"ELAVL1",1938,0,6651,0,2805,0,3308,5036,499,7349,214,3266,6555,64,4044,2576,0,0,0,0,1283,3024,2359,3743,0,0,125,5903,4390,0,3492,"N","N","Y"
"TTLL12",11995,0,3170,0,20987,0,2872,5005,3047,9988,6024,11044,5522,9518,8701,11914,0,0,0,12051,0,0,0,0,0,0,0,2251,12116,0,0,"N","N","N"
"QARS",2136,0,1392,0,3686,0,1939,2100,1916,3111,6723,4263,3013,1525,1893,8105,0,1095,1369,4667,0,882,720,3744,0,0,0,4987,3766,0,3517,"N","N","N"
"RAD54L2",7008,0,0,0,14959,0,749,5016,2480,415,16088,13809,5537,11934,10688,8107,0,0,0,7071,0,4208,0,3745,0,0,0,7844,3942,0,3688,"N","N","Y"
"WDR19",5856,0,5811,0,2875,0,4486,5003,4702,9816,6801,2689,2597,7412,6317,9151,0,0,0,10929,0,0,0,3746,0,0,0,14627,4716,0,7118,"N","N","N"
"KCTD16",11996,0,0,0,22555,0,9262,5030,7054,13755,15862,12709,11847,11708,9789,16403,0,0,0,2214,0,0,0,0,0,0,0,4554,12729,0,0,"N","N","N"
"TBP",8268,0,6263,0,13726,0,139,5012,9585,81,15470,222,1036,11317,241,11736,0,0,3011,6605,1311,2890,3732,3747,0,0,0,16174,7832,0,5858,"N","N","Y"
"MEOX2",1675,0,5740,0,1859,0,5334,5025,2697,10340,2058,7529,7308,5423,4940,1226,0,0,4039,8334,0,4071,3092,0,0,0,0,7197,4894,0,8281,"N","N","N"
"DEFA4",8136,0,4162,0,22549,0,7649,5041,7833,11294,9634,12160,9609,9383,9339,3655,0,0,0,3912,0,0,0,0,0,0,0,9195,9098,0,7434,"N","N","N"
"RBMXL3",8327,0,0,0,16492,0,8661,1350,6080,6362,9410,8550,4185,3699,3322,33,0,178,4824,7755,0,0,0,2523,0,0,0,6918,619,0,7592,"N","N","N"
"YIPF6",4223,0,0,0,1059,0,5269,5002,6108,10537,10743,13322,10655,7220,10296,12051,0,0,2256,2255,0,3287,0,0,0,0,0,3593,6950,0,1427,"N","N","N"
"FAM102B",7811,0,0,0,3014,0,7836,9220,8573,9912,10056,12567,6690,8312,9676,3438,0,0,0,6152,0,0,0,520,0,0,0,17462,8329,0,8393,"N","N","N"
"ASTN1",269,0,0,0,9873,0,6526,3615,5867,3149,5735,7937,2404,1541,2178,6940,83,1542,0,0,0,0,0,2802,0,0,0,11226,440,0,0,"N","N","Y"
"C1orf74",11997,0,0,0,22577,0,7582,9225,10041,0,0,0,0,0,0,13146,0,0,0,2186,0,0,0,0,0,0,0,12956,13128,0,0,"N","N","N"
"INTS7",1056,0,314,0,4996,305,5868,3034,3308,2278,6106,3124,1349,1585,1587,2261,0,2305,3445,4420,98,0,0,3749,0,0,596,5019,2337,0,1748,"N","N","N"
"MATN1",6691,0,4163,0,22603,0,6715,9216,7728,9750,8593,5622,9214,8679,7845,10751,0,0,0,2228,0,0,0,0,0,0,0,19677,7569,0,9298,"N","N","N"
"HSPA14",5229,0,3171,0,636,0,4793,8272,6579,3525,8281,7775,2905,1696,5036,6957,0,0,1746,10647,0,0,0,723,0,0,0,3762,3808,0,696,"N","N","N"
"FAR2",6989,0,3172,0,8000,0,5971,6521,6991,6013,14121,11383,5540,7014,6123,10197,0,0,0,7162,0,0,0,3750,0,0,0,18491,8456,0,5835,"N","N","N"
"ASIC1",5901,0,3932,0,0,0,8056,9229,7438,9932,3616,10162,8259,6448,7146,6667,0,0,0,7213,0,3330,2753,3751,0,0,0,8550,5866,0,0,"N","N","N"
"GPR132",8230,0,1912,0,12496,0,9665,7474,691,9379,2428,8889,6972,5218,5258,3404,0,0,0,7291,0,0,0,3752,0,0,0,5758,5801,0,4499,"N","N","Y"
"C14orf105",6330,0,0,0,11653,0,9966,9226,8263,0,0,0,0,0,0,9525,0,0,0,0,0,3776,0,0,0,0,0,18142,9626,0,0,"N","N","Y"
"TMC3",2466,0,0,0,9975,0,5597,9198,8926,6922,15661,14136,236,11507,10946,11807,0,0,4489,7573,0,0,0,3753,0,0,0,8046,7199,0,6559,"N","N","N"
"RRN3",9064,0,5807,0,4607,0,5089,9201,5631,5552,1973,2640,6275,7930,1176,2975,0,0,0,5672,0,5020,3357,3754,223,212,0,8595,6922,0,3833,"N","N","N"
"ARHGAP17",5749,0,742,0,2377,0,2518,1501,1992,1244,4519,2055,1187,723,397,7831,0,701,3865,6645,441,386,247,3755,0,0,489,4079,1947,0,6125,"N","N","N"
"CCNF",8392,0,639,0,7069,0,5488,5170,2813,6710,2189,3892,5347,1324,3029,3228,0,0,571,568,585,0,0,0,0,0,76,9765,4927,90,2475,"N","N","N"
"C16orf54",8732,0,0,0,12824,0,9091,4026,7326,0,0,0,0,0,0,9540,0,0,2619,2209,0,0,0,0,0,0,0,16521,7475,0,4877,"N","N","N"
"RGS11",11998,0,3173,0,22617,0,3620,9202,8485,3059,11725,7870,5774,7669,8611,2701,0,0,0,2200,0,4172,2817,0,0,0,0,10280,12094,0,0,"N","N","N"
"NPIPL2",0,0,0,0,0,0,10296,10207,10299,0,0,0,0,0,0,10937,0,0,0,0,0,0,0,0,212,164,0,0,9300,0,0,"N","N","N"
"NAT9",10037,0,0,0,2530,0,5625,7962,4246,6107,1858,10988,5931,2798,5922,2329,0,0,2299,7769,0,1491,0,0,0,0,0,2242,6039,0,4915,"N","N","N"
"TRIM65",9001,0,0,0,8948,0,7528,9197,7807,8931,10280,11838,4448,10176,9076,6471,0,0,3431,6027,0,2812,0,0,0,0,0,16828,8182,0,8896,"N","N","N"
"NDC80",7067,0,6075,0,9107,0,5907,9210,4165,4379,1339,3598,2236,2525,4656,6344,0,0,628,4354,0,4542,3551,3756,0,0,0,10373,6323,0,1988,"N","N","N"
"ENOSF1",4290,0,0,0,111,0,8296,9221,8680,12211,15976,13252,8073,11822,10238,4528,0,0,0,9265,0,0,0,3757,0,0,0,7004,4908,0,1060,"N","N","N"
"NR2F6",11999,0,3174,0,22605,0,6932,9209,5937,7003,15988,11120,8791,11834,8585,19211,0,0,0,2208,0,4313,3569,0,0,0,0,8759,13258,0,0,"N","N","Y"
"BCL2L12",12000,0,3175,0,22572,0,7570,9227,10042,11971,15452,6300,11225,11299,9012,6109,0,0,0,12056,0,0,0,0,0,0,0,1994,8697,0,0,"N","N","N"
"EDAR",3543,0,4881,0,5751,0,7668,9222,6931,8911,3238,2887,3116,6273,7029,6660,0,0,2226,2223,0,2898,2554,5384,0,0,0,4694,4692,0,1890,"N","N","N"
"ROCK2",2238,0,2580,0,13728,0,1083,8180,2953,378,2328,1385,1171,2646,1621,8122,0,0,2321,5848,747,2700,1833,3758,0,0,0,10300,1789,0,3479,"N","N","Y"
"KIF5C",972,0,1146,0,22601,323,3517,3329,3157,0,0,0,0,0,0,4192,0,388,5014,10780,0,357,343,3759,0,0,0,4588,1330,0,150,"N","N","N"
"FAM49A",4240,0,0,0,22591,0,7593,7434,9846,7190,13815,10544,4633,6712,5684,2490,0,0,0,0,0,0,0,6459,0,0,0,5295,4181,0,3893,"N","N","N"
"MOB4",0,0,0,0,0,0,6846,9214,7798,8057,6566,12887,5353,8123,9938,5998,0,0,0,6424,0,4510,0,0,0,0,0,12553,8439,0,6933,"N","N","N"
"CUL3",3179,0,287,0,492,0,1892,3314,1455,2030,1494,1741,1919,900,267,9941,0,0,2201,2190,738,1276,830,5206,0,0,168,13902,8555,130,741,"Y","N","Y"
"UGT1A3",9279,0,4481,0,16497,0,6162,6352,4853,7973,14033,5144,5690,6928,4130,11960,0,0,0,5939,0,0,0,0,0,0,0,17505,0,0,0,"N","N","N"
"CDH22",10467,0,6055,0,14213,0,8342,9224,8516,12302,15940,1056,11074,11786,2333,13593,0,0,1317,2268,621,0,0,0,0,0,2,11330,10609,0,2760,"N","N","N"
"MRPL40",9002,0,6338,0,10576,0,6732,9211,7658,10358,15457,6314,9673,11304,6743,6265,0,0,0,4355,1270,4539,3213,0,0,0,0,9987,7811,0,6134,"N","N","N"
"MMP11",9111,0,2137,0,8207,0,4284,4788,2348,4423,1871,8540,5016,3174,5095,7290,0,0,0,7683,0,1580,1750,3760,0,0,0,5485,5921,0,7334,"N","N","Y"
"ATG3",8269,0,4512,0,16494,0,6425,9228,5217,7177,1782,5978,8566,6224,7157,9405,0,0,0,6268,0,3371,2772,3761,0,0,0,15524,9422,0,5236,"N","N","N"
"COLQ",7399,0,4091,0,10906,0,7732,6828,5046,8087,2737,10226,6817,1888,5519,1127,0,0,1669,556,0,1858,1910,0,0,0,0,1186,1864,0,6091,"N","N","N"
"TTC21A",9578,0,3176,0,20284,0,7987,9196,8813,11279,11782,9023,8499,8563,8319,9116,0,0,0,0,0,2824,2751,0,0,0,0,11761,6256,0,0,"N","N","N"
"ZNF167",0,0,0,0,8630,0,10273,10184,10276,0,0,0,0,0,0,2754,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,"N","N","N"
"OGG1",11230,0,3177,0,30070,0,4230,9208,1474,5466,342,8990,8947,5300,7154,10984,0,0,0,4478,0,4435,3417,0,0,0,0,9641,9896,0,1980,"N","N","Y"
"PROM1",10358,0,0,0,3957,0,3822,7697,932,2125,244,10704,4421,1893,5765,4359,0,0,4526,10408,0,2188,0,3763,0,0,0,3016,3417,0,126,"N","N","N"
"SEPSECS",4442,0,0,0,5719,0,7336,9200,8348,9706,10015,12321,8719,8350,9474,11434,0,0,2278,3732,0,5345,0,3764,0,0,0,18427,9104,0,6076,"N","N","N"
"CORIN",3769,0,2444,0,2428,0,5054,3766,6661,6091,10429,8689,6084,3521,4899,8462,0,0,4596,10542,0,0,0,3765,0,0,0,14807,6945,0,1953,"N","N","N"
"SPATA18",10888,0,0,0,6666,0,9242,4918,636,9504,603,10014,7104,4835,5419,2792,0,0,957,2271,0,0,0,708,0,0,0,15782,8000,0,8862,"N","N","N"
"EPHA5",56,0,607,0,1853,0,2025,4337,2643,1857,3573,2776,1217,544,2340,898,152,1889,751,2194,360,1124,870,3766,0,0,416,3457,503,0,4274,"N","N","Y"
"HELQ",2813,0,2109,0,1454,0,5390,1904,3420,6844,7076,9694,6257,3166,5039,7975,0,1032,565,4792,0,0,0,3767,0,0,0,8901,3338,0,2165,"N","N","N"
"SPP1",5345,0,1517,0,8048,0,1546,4819,488,3009,255,1155,3336,1273,3931,4002,0,0,3777,9102,0,2527,1989,671,0,0,0,8920,4802,0,6820,"N","N","Y"
"MIR1289-2",0,0,0,0,0,0,9964,9215,10040,0,0,0,0,0,0,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","N","N"
"PCDHA1",7797,0,2573,0,655,0,8883,2745,6930,6418,9347,995,4241,3031,1084,4004,0,1800,0,9854,405,1310,1039,0,0,0,31,9885,0,0,0,"N","N","N"
"RANBP3L",11178,0,0,0,22614,0,7743,9203,8285,8518,8217,12585,8976,8954,9689,6611,0,0,0,12034,0,0,0,6429,0,0,0,7110,6075,0,0,"N","N","N"
"SEC63",4683,0,1710,0,14894,0,1202,4377,4264,2407,6979,5013,3274,2538,4133,8981,0,0,0,2202,616,0,0,3769,0,0,0,14222,6998,0,3636,"N","N","N"
"ZBTB24",8067,52,5148,0,8500,0,6182,2812,3376,7756,4942,4480,6168,3021,4451,4005,0,0,3562,4608,0,2150,1886,2990,0,0,0,3651,3450,0,6816,"N","N","N"
"ZUFSP",7893,0,0,0,3577,0,8216,9195,7321,16021,10953,0,16410,16129,0,6290,0,0,0,0,0,3438,0,0,0,0,0,2545,6331,0,0,"N","N","N"
"SLC22A2",9359,0,4341,0,15373,0,6407,9199,7637,8393,6763,9088,10026,4810,8951,4588,0,0,1964,11902,0,0,0,0,0,0,0,2569,6019,0,4940,"N","N","N"
"PACSIN1",5960,0,4956,0,8735,0,6522,9207,10039,7547,3266,5957,8295,6369,7947,11021,0,0,0,7821,0,4389,3367,3770,0,0,0,17988,10094,0,1597,"N","N","Y"
"PNPLA1",6555,0,0,0,15371,0,7122,9204,8587,10089,9046,11867,10195,8560,9103,11136,0,0,0,5425,0,0,0,0,106,215,0,18822,10111,0,2145,"N","N","N"
"PLA2G7",8556,0,4219,0,2737,0,7791,9206,7395,10308,5702,10296,5830,5892,7733,5649,0,0,3973,9958,0,0,0,0,0,0,0,12848,4301,0,5731,"N","N","N"
"DEFB113",10259,0,0,0,22584,0,9465,6178,9701,9622,14088,11146,7226,6982,5995,613,0,0,744,6499,0,0,0,0,0,0,0,2046,4833,0,2333,"N","N","N"
"RIMS1",1069,0,717,0,3472,0,506,2023,2398,483,10576,2281,86,2215,829,7762,0,776,4344,9894,0,555,479,254,0,0,0,8574,1349,0,7585,"N","N","N"
"CD109",6849,0,2529,0,6483,0,6295,5327,8365,4654,7524,6714,3472,2694,3157,7544,0,2276,2514,5263,0,0,0,2991,0,0,0,5401,1304,0,3625,"N","N","Y"
"DFNA5",9387,0,0,0,5487,0,6567,6634,839,14188,537,0,11406,13539,0,3481,0,0,0,0,0,1762,0,0,0,0,0,463,2553,0,0,"N","N","Y"
"OSBPL3",7072,0,0,0,9477,346,3515,3251,3968,1990,6981,7675,2329,1516,2147,5956,0,0,392,12053,0,450,0,658,0,0,0,7052,3290,0,9648,"N","N","N"
"NOD1",3588,0,741,0,7986,0,616,1816,2281,1246,2630,1327,2174,1181,1906,5901,0,1620,1793,5865,0,1097,610,0,0,0,0,7347,3443,0,2865,"N","N","N"
"CYTH3",4338,0,2468,0,566,0,4786,3874,4537,6478,9029,9956,4014,3489,5215,9978,0,0,0,1553,0,1799,2033,3772,0,0,0,18363,8540,0,0,"N","N","N"
"GNAT3",12001,0,5909,0,22594,0,9965,9218,6381,13429,5631,4338,11516,2011,166,4873,0,0,0,12027,1225,0,0,0,0,0,284,2840,8695,19,0,"N","N","N"
"MRPL13",808,0,6299,0,716,0,5585,9212,7371,6964,7924,6738,1817,6450,6792,3281,0,0,0,10941,1285,0,0,0,0,0,0,10579,9924,159,8563,"N","N","N"
"PENK",6453,0,1727,0,8645,0,5443,8550,9968,5406,2670,4509,6033,3654,4681,11073,0,0,2591,4492,0,0,0,2736,0,0,0,19413,8929,0,5766,"N","N","N"
"LPAR1",1544,0,615,0,13237,0,4722,2458,157,3548,2594,1683,2845,1557,2702,2133,0,0,0,0,483,0,0,3773,0,0,0,10651,5046,0,8525,"N","N","N"
"C9orf78",12002,0,0,0,22579,0,8539,7689,8195,0,0,0,0,0,0,9700,0,0,0,3262,0,0,0,0,0,0,0,2404,11393,0,0,"N","N","N"
"CER1",7976,0,5860,0,14225,0,6594,9223,7106,6029,8472,5532,9185,10129,6414,2981,0,0,0,93,1456,0,0,0,0,0,247,15166,10023,62,9252,"N","N","N"
"FRMD3",2087,0,0,0,18099,0,6763,9219,8850,5696,11982,12968,9782,7618,10005,8598,0,0,0,5446,0,0,0,2570,0,0,0,13700,4318,0,2262,"N","N","N"
"MPP1",1504,0,3178,0,1094,0,5798,9213,7940,5891,9178,8191,476,6005,7983,10811,0,0,0,10218,0,4504,3216,3774,0,0,0,10759,6991,0,7047,"N","N","N"
"EBP",10650,0,0,0,1936,0,8052,4596,6262,8370,13846,10760,6317,6743,5800,10071,0,0,0,6267,0,1821,0,0,0,0,0,15822,7341,0,5629,"N","N","N"
"PLP2",12003,0,0,0,22612,0,6789,9205,8331,10080,12564,13417,6640,9615,10376,19820,0,0,0,2276,0,4608,0,0,0,0,0,13709,12399,0,0,"N","N","N"
"FAAH2",12004,0,0,0,22590,0,9442,6039,6880,9406,9490,10799,7001,4417,5822,14678,0,0,0,2225,0,0,0,0,0,0,0,3106,12179,0,0,"N","N","Y"
"MARVELD3",12005,0,0,0,22602,0,7470,9217,8526,10171,7172,11806,9306,10183,9050,2744,0,0,0,12054,0,0,0,0,0,0,0,1057,11348,0,0,"N","N","N"
"SH3BP4",2563,0,2343,0,8138,0,4253,1335,3488,6797,13941,6747,6558,6838,5033,7133,0,0,1550,6787,0,2360,1775,4091,0,0,0,3002,2831,0,2986,"N","N","N"
"CCBL1",12006,0,0,0,22581,0,10546,10546,10546,10159,11619,0,14315,12594,0,2506,0,0,0,0,0,3616,0,0,0,0,0,1133,8093,0,0,"N","N","N"
"SLC2A5",11172,0,4092,0,22636,0,3477,1929,665,8873,16009,3746,3994,11855,8374,11543,0,0,0,5466,0,0,0,0,0,0,0,6071,11276,0,0,"N","N","Y"
"FGF9",5034,0,6251,0,10406,0,1529,1952,746,4084,2456,615,5539,4956,4297,4735,0,0,0,7107,362,4907,3881,0,0,0,0,9475,9219,0,8967,"N","N","N"
"RALGAPA2",8100,0,2288,0,7201,0,6693,497,3543,6005,12151,4981,4072,3784,2395,11266,0,0,1511,2253,0,0,0,5335,0,0,0,3784,9275,0,6296,"N","N","N"
"LRRN4",12007,0,0,0,22632,0,8755,1947,3607,13896,7874,13575,11988,4794,10496,4360,0,0,0,12041,0,3972,0,0,0,0,0,1362,9168,0,0,"N","N","N"
"CPA2",1711,0,4164,0,100,0,1216,1957,6808,7498,12569,11874,9730,7390,9109,9906,0,0,0,10809,0,0,0,0,0,0,0,17605,9913,0,7092,"N","N","N"
"BRAF",45,0,687,0,1199,0,398,1617,247,1605,1615,1158,545,3206,1169,2545,0,0,1612,7492,0,1885,1588,3775,0,0,0,5807,3392,0,2587,"Y","N","Y"
"HOXA9",0,0,6205,0,0,0,1979,1950,1065,7691,1459,3448,9171,5477,1885,2860,0,0,0,0,0,5329,4085,0,0,0,0,11711,0,0,0,"N","N","Y"
"PPP1R3F",12008,0,5047,0,22634,0,3047,1933,6042,11729,13496,3149,9945,10277,6535,2998,0,0,0,0,0,0,0,0,0,0,0,1333,10107,0,0,"N","N","N"
"HNRNPH3",2729,0,3179,0,13402,0,4052,4457,4022,3668,8277,3519,2640,4260,4561,8657,0,0,3038,5966,0,2110,1643,4203,0,0,0,3828,6057,0,7164,"N","N","N"
"CD3G",522,0,6343,0,2287,0,5649,6154,4322,9968,15439,664,8823,11286,2434,2118,0,0,0,11378,1376,3585,3054,3776,0,0,113,3488,6371,0,330,"N","N","N"
"TIRAP",6263,0,1173,0,8859,0,1067,5475,1265,1468,3569,1736,3505,4741,4068,11795,0,0,0,0,0,2197,1911,3777,0,0,0,14013,10650,0,0,"N","N","N"
"SSH3",1768,0,3180,0,169,0,1988,6123,2619,2904,4535,10818,9649,4286,8395,7348,0,0,2583,1606,0,0,0,3778,0,0,0,11570,5104,0,1315,"N","N","Y"
"AMN1",12009,0,0,0,22638,0,4450,6162,6664,6851,10175,11956,7430,10341,9174,12444,0,0,0,2238,0,0,0,0,0,0,0,9448,12355,0,0,"N","N","N"
"SDR9C7",6386,0,0,0,1545,0,6226,6130,7641,10362,10128,12953,9576,9821,9994,2080,0,0,0,10673,0,0,0,0,0,0,0,6901,6548,0,5012,"N","N","N"
"PROX2",7666,0,3181,0,13254,0,3911,4034,9475,4061,13810,10507,6440,6707,5666,8917,0,0,0,0,0,0,0,0,0,0,0,11913,6452,0,5066,"N","N","N"
"ADAM10",10177,0,6013,0,2393,0,2978,6163,1162,3168,1676,1062,4320,4338,4496,9246,0,0,0,10625,0,3391,2504,0,0,0,0,17163,7717,0,6937,"N","N","Y"
